email_text,language,label
警告：除非您验证，否则您的 Apple 账户将被暂停：short.link/secure,zh,1
尊敬的客户，请确认您的 Netflix 登录凭据：am@z0n-verify.ru,zh,1
您的 Google 账户已被入侵。在此重置密码：g00gle-security.tk,zh,1
您的 Netflix 订阅已成功续订。,zh,0
Спасибо за обращение в службу поддержки Microsoft.,ru,0
ONYO: Akaunti yako ya Microsoft itasimama isipokuwa uthibitishe: bit.ly/verify2024,sw,1
Your Bank password has expired. Update it now: am@z0n-verify.ru,en,1
尊敬的客户，请确认您的 Amazon 登录凭据：payp@l-confirm.tk,zh,1
警告：除非您验证，否则您的 Apple 账户将被暂停：short.link/secure,zh,1
Спасибо за обращение в службу поддержки Amazon.,ru,0
Ваш аккаунт Amazon взломан. Переустановите пароль: am@z0n-verify.ru,ru,1
ONYO: Akaunti yako ya Microsoft itasimama isipokuwa uthibitishe: g00gle-security.tk,sw,1
Срочно: Обновите способ оплаты для Google: payp@l-confirm.tk,ru,1
您从 PayPal 的订单已发货，即将送达。,zh,0
感谢您联系 Amazon 支持团队。,zh,0
Срочно: Подтвердите свой аккаунт Netflix. Кликните здесь: bit.ly/verify2024,ru,1
在您的 Microsoft 账户上检测到可疑活动。确认身份：payp@l-confirm.tk,zh,1
Asante kwa kutumia Amazon. Hapa kuna maelezo ya akaunti yako.,sw,0
WARNING: Your Netflix account will be suspended unless you verify: payp@l-confirm.tk,en,1
感谢您使用 Apple。以下是您的账户详情。,zh,0
Asante kwa kutumia Google. Hapa kuna maelezo ya akaunti yako.,sw,0
需要操作：为您的 Netflix 账户更新付款方式：payp@l-confirm.tk,zh,1
Karibu Netflix! Asante kwa kusajili.,sw,0
Hongera! Umeshinda zawadi kutoka Amazon. Lipia hapa: am@z0n-verify.ru,sw,1
WARNING: Your Bank account will be suspended unless you verify: goo.gl/check,en,1
Urgent: Verify your Microsoft account immediately. Click here: short.link/secure,en,1
你好，这是您从 PayPal 的 January 月度发票。,zh,0
Shughuli isiyo ya kawaida imegundulika kwenye akaunti yako ya Google: tinyurl.com/confirm,sw,1
Haraka: Sasisha njia ya malipo kwa akaunti yako ya Apple: payp@l-confirm.tk,sw,1
Hongera! Umeshinda zawadi kutoka PayPal. Lipia hapa: tinyurl.com/confirm,sw,1
Akaunti yako ya Bank imehacked. Sasisha neno lako: goo.gl/check,sw,1
Hii ni taarifa ya kukodi kwa Amazon kwa April.,sw,0
Tafadhali thibitisha akaunti yako ya Bank: goo.gl/check,sw,1
"Dear valued customer, please confirm your Netflix login credentials: short.link/secure",en,1
We appreciate your business with Microsoft. See your receipt below.,en,0
Shughuli isiyo ya kawaida imegundulika kwenye akaunti yako ya Netflix: bit.ly/verify2024,sw,1
Спасибо за обращение в службу поддержки Apple.,ru,0
尊敬的客户，请确认您的 Apple 登录凭据：g00gle-security.tk,zh,1
Here is your Apple billing information for April.,en,0
紧急：验证您的 Apple 账户。点击此处：am@z0n-verify.ru,zh,1
"Здравствуйте, вот ваш счет от Microsoft за June.",ru,0
你好，这是您从 Bank 的 April 月度发票。,zh,0
紧急：验证您的 Google 账户。点击此处：bit.ly/verify2024,zh,1
紧急：验证您的 Google 账户。点击此处：bit.ly/verify2024,zh,1
你好，这是您从 Apple 的 January 月度发票。,zh,0
Here is your Bank billing information for January.,en,0
你好，这是您从 Netflix 的 February 月度发票。,zh,0
您的 Google 订阅已成功续订。,zh,0
您的 Google 账户已被入侵。在此重置密码：am@z0n-verify.ru,zh,1
Ваш аккаунт PayPal взломан. Переустановите пароль: payp@l-confirm.tk,ru,1
Usajili wako wa Netflix umeboreshwa kwa mafanikio.,sw,0
Welcome to Netflix! Thank you for signing up with us.,en,0
Thank you for using Netflix. Here are your account details.,en,0
这是您的 Netflix February 月账单信息。,zh,0
Спасибо за использование Google. Вот ваши реквизиты учетной записи.,ru,0
您从 Apple 的订单已发货，即将送达。,zh,0
Hii ni taarifa ya kukodi kwa Apple kwa May.,sw,0
Hii ni taarifa ya kukodi kwa Microsoft kwa March.,sw,0
Action required: Update payment method for your Google account: am@z0n-verify.ru,en,1
Your Microsoft password has expired. Update it now: bit.ly/verify2024,en,1
需要操作：为您的 Netflix 账户更新付款方式：tinyurl.com/confirm,zh,1
"Здравствуйте, вот ваш счет от Netflix за January.",ru,0
Asante kwa kuwasiliana na timu ya Bank.,sw,0
WARNING: Your Netflix account will be suspended unless you verify: g00gle-security.tk,en,1
"Dear valued customer, please confirm your Google login credentials: bit.ly/verify2024",en,1
Hii ni taarifa ya kukodi kwa Microsoft kwa March.,sw,0
您的 PayPal 密码已过期。立即更新：tinyurl.com/confirm,zh,1
Usajili wako wa Amazon umeboreshwa kwa mafanikio.,sw,0
"Habari, hii ni invoice yako ya kila mwezi kutoka Netflix kwa April.",sw,0
Action required: Update payment method for your Netflix account: g00gle-security.tk,en,1
Спасибо за использование Microsoft. Вот ваши реквизиты учетной записи.,ru,0
Congratulations! You've won a reward from Google. Claim it: g00gle-security.tk,en,1
Haraka: Thibitisha akaunti yako ya PayPal. Bofya hapa: tinyurl.com/confirm,sw,1
Спасибо за использование Bank. Вот ваши реквизиты учетной записи.,ru,0
Спасибо за обращение в службу поддержки Amazon.,ru,0
"Здравствуйте, вот ваш счет от Netflix за January.",ru,0
警告：除非您验证，否则您的 Netflix 账户将被暂停：g00gle-security.tk,zh,1
在您的 Apple 账户上检测到可疑活动。确认身份：bit.ly/verify2024,zh,1
紧急：验证您的 Google 账户。点击此处：short.link/secure,zh,1
"Dear valued customer, please confirm your Microsoft login credentials: goo.gl/check",en,1
Action required: Update payment method for your Apple account: tinyurl.com/confirm,en,1
Karibu Amazon! Asante kwa kusajili.,sw,0
您的 Apple 密码已过期。立即更新：payp@l-confirm.tk,zh,1
Action required: Update payment method for your Amazon account: tinyurl.com/confirm,en,1
Congratulations! You've won a reward from Microsoft. Claim it: goo.gl/check,en,1
ONYO: Akaunti yako ya Microsoft itasimama isipokuwa uthibitishe: payp@l-confirm.tk,sw,1
Welcome to Amazon! Thank you for signing up with us.,en,0
Usajili wako wa PayPal umeboreshwa kwa mafanikio.,sw,0
Ваша подписка на Netflix успешно продлена.,ru,0
恭喜！您从 Bank 赢得了奖励。立即领取：g00gle-security.tk,zh,1
Срочно: Обновите способ оплаты для Amazon: g00gle-security.tk,ru,1
"Dear valued customer, please confirm your Amazon login credentials: goo.gl/check",en,1
"Habari, hii ni invoice yako ya kila mwezi kutoka Apple kwa April.",sw,0
Thank you for contacting Apple support team.,en,0
Hii ni taarifa ya kukodi kwa Microsoft kwa February.,sw,0
Asante kwa kutumia Amazon. Hapa kuna maelezo ya akaunti yako.,sw,0
Ваш пароль PayPal истек. Обновите сейчас: g00gle-security.tk,ru,1
Ваш заказ от Microsoft отправлен и скоро будет доставлен.,ru,0
这是您的 Bank March 月账单信息。,zh,0
Welcome to Microsoft! Thank you for signing up with us.,en,0
Amri yako kutoka Bank imetumwa na itafika karibuni.,sw,0
Вот ваша информация об абонентской плате Amazon за March.,ru,0
Ваш аккаунт Amazon взломан. Переустановите пароль: am@z0n-verify.ru,ru,1
Спасибо за использование Netflix. Вот ваши реквизиты учетной записи.,ru,0
你好，这是您从 Bank 的 March 月度发票。,zh,0
Tunakubaliana na biashara yako na Microsoft. Angalia kuitisha chini.,sw,0
Ваша подписка на Google успешно продлена.,ru,0
Ваш аккаунт Amazon взломан. Переустановите пароль: tinyurl.com/confirm,ru,1
Hongera! Umeshinda zawadi kutoka Bank. Lipia hapa: short.link/secure,sw,1
尊敬的客户，请确认您的 Netflix 登录凭据：tinyurl.com/confirm,zh,1
Haraka: Sasisha njia ya malipo kwa akaunti yako ya Microsoft: short.link/secure,sw,1
Action required: Update payment method for your Microsoft account: short.link/secure,en,1
Tafadhali thibitisha akaunti yako ya Apple: g00gle-security.tk,sw,1
Ваш аккаунт Google взломан. Переустановите пароль: short.link/secure,ru,1
Thank you for contacting Google support team.,en,0
Welcome to Microsoft! Thank you for signing up with us.,en,0
"Здравствуйте, вот ваш счет от Bank за February.",ru,0
Your Netflix password has expired. Update it now: tinyurl.com/confirm,en,1
Shughuli isiyo ya kawaida imegundulika kwenye akaunti yako ya Apple: goo.gl/check,sw,1
你好，这是您从 Apple 的 March 月度发票。,zh,0
ПРЕДУПРЕЖДЕНИЕ: Ваш аккаунт Bank будет заблокирован: bit.ly/verify2024,ru,1
Akaunti yako ya Apple imehacked. Sasisha neno lako: tinyurl.com/confirm,sw,1
Hii ni taarifa ya kukodi kwa Microsoft kwa May.,sw,0
在您的 Netflix 账户上检测到可疑活动。确认身份：am@z0n-verify.ru,zh,1
"Пожалуйста, подтвердите ваши учетные данные Microsoft: payp@l-confirm.tk",ru,1
Your Amazon subscription has been renewed successfully.,en,0
你好，这是您从 Google 的 May 月度发票。,zh,0
Your Amazon password has expired. Update it now: tinyurl.com/confirm,en,1
在您的 PayPal 账户上检测到可疑活动。确认身份：am@z0n-verify.ru,zh,1
Suspicious activity detected on your Amazon account. Confirm identity: payp@l-confirm.tk,en,1
在您的 Netflix 账户上检测到可疑活动。确认身份：short.link/secure,zh,1
Haraka: Sasisha njia ya malipo kwa akaunti yako ya Google: payp@l-confirm.tk,sw,1
Ваш пароль Apple истек. Обновите сейчас: tinyurl.com/confirm,ru,1
Karibu Bank! Asante kwa kusajili.,sw,0
We appreciate your business with Amazon. See your receipt below.,en,0
Your PayPal account has been compromised. Reset password here: tinyurl.com/confirm,en,1
感谢您使用 Microsoft。以下是您的账户详情。,zh,0
Karibu Bank! Asante kwa kusajili.,sw,0
Your Netflix subscription has been renewed successfully.,en,0
Akaunti yako ya Netflix imehacked. Sasisha neno lako: short.link/secure,sw,1
Thank you for contacting Apple support team.,en,0
Hii ni taarifa ya kukodi kwa Google kwa May.,sw,0
Congratulations! You've won a reward from Bank. Claim it: am@z0n-verify.ru,en,1
Вот ваша информация об абонентской плате Apple за March.,ru,0
恭喜！您从 Netflix 赢得了奖励。立即领取：am@z0n-verify.ru,zh,1
Срочно: Обновите способ оплаты для Bank: goo.gl/check,ru,1
您的 Microsoft 密码已过期。立即更新：payp@l-confirm.tk,zh,1
Your order from Apple has been shipped and will arrive soon.,en,0
Urgent: Verify your Microsoft account immediately. Click here: bit.ly/verify2024,en,1
Hii ni taarifa ya kukodi kwa PayPal kwa February.,sw,0
您的 Apple 订阅已成功续订。,zh,0
Suspicious activity detected on your Microsoft account. Confirm identity: bit.ly/verify2024,en,1
"Пожалуйста, подтвердите ваши учетные данные Amazon: tinyurl.com/confirm",ru,1
Мы ценим вашу деятельность с Bank. См. квитанцию ниже.,ru,0
ONYO: Akaunti yako ya Netflix itasimama isipokuwa uthibitishe: g00gle-security.tk,sw,1
ONYO: Akaunti yako ya Google itasimama isipokuwa uthibitishe: tinyurl.com/confirm,sw,1
Suspicious activity detected on your Bank account. Confirm identity: tinyurl.com/confirm,en,1
Haraka: Sasisha njia ya malipo kwa akaunti yako ya Apple: short.link/secure,sw,1
Thank you for using Google. Here are your account details.,en,0
Спасибо за обращение в службу поддержки Amazon.,ru,0
Срочно: Подтвердите свой аккаунт Amazon. Кликните здесь: goo.gl/check,ru,1
欢迎来到 Bank！感谢您的注册。,zh,0
Hongera! Umeshinda zawadi kutoka Amazon. Lipia hapa: payp@l-confirm.tk,sw,1
Amri yako kutoka Google imetumwa na itafika karibuni.,sw,0
您的 Apple 订阅已成功续订。,zh,0
Hongera! Umeshinda zawadi kutoka Google. Lipia hapa: bit.ly/verify2024,sw,1
Hongera! Umeshinda zawadi kutoka Bank. Lipia hapa: g00gle-security.tk,sw,1
Ваша подписка на Bank успешно продлена.,ru,0
"Hello, here is your Apple monthly invoice for February.",en,0
"Dear valued customer, please confirm your Microsoft login credentials: short.link/secure",en,1
ПРЕДУПРЕЖДЕНИЕ: Ваш аккаунт Google будет заблокирован: g00gle-security.tk,ru,1
Urgent: Verify your Bank account immediately. Click here: payp@l-confirm.tk,en,1
Tafadhali thibitisha akaunti yako ya Microsoft: short.link/secure,sw,1
Мы ценим вашу деятельность с Google. См. квитанцию ниже.,ru,0
Your Microsoft subscription has been renewed successfully.,en,0
Tunakubaliana na biashara yako na PayPal. Angalia kuitisha chini.,sw,0
Karibu PayPal! Asante kwa kusajili.,sw,0
感谢您使用 Apple。以下是您的账户详情。,zh,0
Akaunti yako ya Apple imehacked. Sasisha neno lako: bit.ly/verify2024,sw,1
Action required: Update payment method for your Microsoft account: tinyurl.com/confirm,en,1
ПРЕДУПРЕЖДЕНИЕ: Ваш аккаунт Bank будет заблокирован: tinyurl.com/confirm,ru,1
Срочно: Подтвердите свой аккаунт Microsoft. Кликните здесь: goo.gl/check,ru,1
ПРЕДУПРЕЖДЕНИЕ: Ваш аккаунт Amazon будет заблокирован: short.link/secure,ru,1
Tunakubaliana na biashara yako na Amazon. Angalia kuitisha chini.,sw,0
紧急：验证您的 Amazon 账户。点击此处：short.link/secure,zh,1
恭喜！您从 Amazon 赢得了奖励。立即领取：g00gle-security.tk,zh,1
Your Google account has been compromised. Reset password here: payp@l-confirm.tk,en,1
Thank you for using Bank. Here are your account details.,en,0
Your order from Google has been shipped and will arrive soon.,en,0
Обнаружена подозрительная активность на вашем аккаунте Google: payp@l-confirm.tk,ru,1
感谢您联系 Netflix 支持团队。,zh,0
Поздравляем! Вы выиграли приз от Amazon. Получите: g00gle-security.tk,ru,1
Срочно: Подтвердите свой аккаунт Bank. Кликните здесь: bit.ly/verify2024,ru,1
We appreciate your business with Google. See your receipt below.,en,0
ONYO: Akaunti yako ya Amazon itasimama isipokuwa uthibitishe: bit.ly/verify2024,sw,1
在您的 Amazon 账户上检测到可疑活动。确认身份：short.link/secure,zh,1
需要操作：为您的 Amazon 账户更新付款方式：goo.gl/check,zh,1
我们感谢您与 Google 的业务。请查看下方收据。,zh,0
Your Google password has expired. Update it now: bit.ly/verify2024,en,1
We appreciate your business with Google. See your receipt below.,en,0
ONYO: Akaunti yako ya Bank itasimama isipokuwa uthibitishe: g00gle-security.tk,sw,1
Neno lako la Netflix limepoteza muda wake. Sasisha sasa: am@z0n-verify.ru,sw,1
感谢您使用 Netflix。以下是您的账户详情。,zh,0
Мы ценим вашу деятельность с PayPal. См. квитанцию ниже.,ru,0
Welcome to Microsoft! Thank you for signing up with us.,en,0
"Dear valued customer, please confirm your Microsoft login credentials: am@z0n-verify.ru",en,1
您的 Netflix 账户已被入侵。在此重置密码：tinyurl.com/confirm,zh,1
您的 Microsoft 密码已过期。立即更新：g00gle-security.tk,zh,1
Your order from Google has been shipped and will arrive soon.,en,0
Haraka: Sasisha njia ya malipo kwa akaunti yako ya Amazon: bit.ly/verify2024,sw,1
Ваш аккаунт PayPal взломан. Переустановите пароль: bit.ly/verify2024,ru,1
你好，这是您从 Apple 的 May 月度发票。,zh,0
感谢您使用 Microsoft。以下是您的账户详情。,zh,0
感谢您联系 Apple 支持团队。,zh,0
Спасибо за использование Bank. Вот ваши реквизиты учетной записи.,ru,0
紧急：验证您的 Amazon 账户。点击此处：g00gle-security.tk,zh,1
Спасибо за использование Google. Вот ваши реквизиты учетной записи.,ru,0
Urgent: Verify your Netflix account immediately. Click here: bit.ly/verify2024,en,1
Добро пожаловать в Amazon! Спасибо за регистрацию.,ru,0
Your order from Apple has been shipped and will arrive soon.,en,0
Ваш пароль Amazon истек. Обновите сейчас: tinyurl.com/confirm,ru,1
Thank you for using Google. Here are your account details.,en,0
Urgent: Verify your Bank account immediately. Click here: goo.gl/check,en,1
警告：除非您验证，否则您的 Microsoft 账户将被暂停：tinyurl.com/confirm,zh,1
Congratulations! You've won a reward from Google. Claim it: am@z0n-verify.ru,en,1
Спасибо за обращение в службу поддержки Netflix.,ru,0
Ваш заказ от Google отправлен и скоро будет доставлен.,ru,0
警告：除非您验证，否则您的 Bank 账户将被暂停：g00gle-security.tk,zh,1
Ваш заказ от Apple отправлен и скоро будет доставлен.,ru,0
Karibu Google! Asante kwa kusajili.,sw,0
Haraka: Sasisha njia ya malipo kwa akaunti yako ya Google: am@z0n-verify.ru,sw,1
感谢您使用 Amazon。以下是您的账户详情。,zh,0
Ваша подписка на Amazon успешно продлена.,ru,0
Your order from Google has been shipped and will arrive soon.,en,0
Action required: Update payment method for your Amazon account: payp@l-confirm.tk,en,1
Ваша подписка на Microsoft успешно продлена.,ru,0
Asante kwa kuwasiliana na timu ya Netflix.,sw,0
Спасибо за обращение в службу поддержки Apple.,ru,0
ONYO: Akaunti yako ya Google itasimama isipokuwa uthibitishe: g00gle-security.tk,sw,1
Your Amazon subscription has been renewed successfully.,en,0
Action required: Update payment method for your Amazon account: payp@l-confirm.tk,en,1
Ваша подписка на Apple успешно продлена.,ru,0
Akaunti yako ya Microsoft imehacked. Sasisha neno lako: goo.gl/check,sw,1
Tunakubaliana na biashara yako na Microsoft. Angalia kuitisha chini.,sw,0
"Здравствуйте, вот ваш счет от PayPal за May.",ru,0
Срочно: Обновите способ оплаты для PayPal: goo.gl/check,ru,1
感谢您使用 Google。以下是您的账户详情。,zh,0
Ваш аккаунт Bank взломан. Переустановите пароль: am@z0n-verify.ru,ru,1
Your order from Google has been shipped and will arrive soon.,en,0
"Пожалуйста, подтвердите ваши учетные данные Google: g00gle-security.tk",ru,1
Ваш аккаунт Amazon взломан. Переустановите пароль: goo.gl/check,ru,1
恭喜！您从 Apple 赢得了奖励。立即领取：g00gle-security.tk,zh,1
Добро пожаловать в Microsoft! Спасибо за регистрацию.,ru,0
"Пожалуйста, подтвердите ваши учетные данные Netflix: short.link/secure",ru,1
紧急：验证您的 Google 账户。点击此处：g00gle-security.tk,zh,1
Спасибо за обращение в службу поддержки PayPal.,ru,0
Your order from Google has been shipped and will arrive soon.,en,0
"Здравствуйте, вот ваш счет от Amazon за May.",ru,0
Thank you for contacting Microsoft support team.,en,0
Срочно: Подтвердите свой аккаунт Bank. Кликните здесь: tinyurl.com/confirm,ru,1
Мы ценим вашу деятельность с Microsoft. См. квитанцию ниже.,ru,0
Обнаружена подозрительная активность на вашем аккаунте Netflix: short.link/secure,ru,1
Suspicious activity detected on your PayPal account. Confirm identity: am@z0n-verify.ru,en,1
Welcome to Google! Thank you for signing up with us.,en,0
我们感谢您与 PayPal 的业务。请查看下方收据。,zh,0
Congratulations! You've won a reward from PayPal. Claim it: goo.gl/check,en,1
Usajili wako wa Netflix umeboreshwa kwa mafanikio.,sw,0
Asante kwa kuwasiliana na timu ya Apple.,sw,0
Ваш аккаунт PayPal взломан. Переустановите пароль: short.link/secure,ru,1
在您的 Apple 账户上检测到可疑活动。确认身份：short.link/secure,zh,1
Срочно: Обновите способ оплаты для Netflix: goo.gl/check,ru,1
这是您的 Google April 月账单信息。,zh,0
Action required: Update payment method for your Amazon account: short.link/secure,en,1
Action required: Update payment method for your PayPal account: short.link/secure,en,1
Here is your Netflix billing information for May.,en,0
Asante kwa kuwasiliana na timu ya Microsoft.,sw,0
Ваша подписка на PayPal успешно продлена.,ru,0
Your Google subscription has been renewed successfully.,en,0
这是您的 Amazon January 月账单信息。,zh,0
Ваш аккаунт Apple взломан. Переустановите пароль: tinyurl.com/confirm,ru,1
Срочно: Обновите способ оплаты для PayPal: bit.ly/verify2024,ru,1
WARNING: Your Netflix account will be suspended unless you verify: g00gle-security.tk,en,1
"Пожалуйста, подтвердите ваши учетные данные Amazon: short.link/secure",ru,1
"Dear valued customer, please confirm your Microsoft login credentials: payp@l-confirm.tk",en,1
Asante kwa kuwasiliana na timu ya Microsoft.,sw,0
感谢您使用 Microsoft。以下是您的账户详情。,zh,0
Tafadhali thibitisha akaunti yako ya PayPal: payp@l-confirm.tk,sw,1
Neno lako la Netflix limepoteza muda wake. Sasisha sasa: bit.ly/verify2024,sw,1
这是您的 Netflix June 月账单信息。,zh,0
警告：除非您验证，否则您的 Netflix 账户将被暂停：short.link/secure,zh,1
紧急：验证您的 Bank 账户。点击此处：goo.gl/check,zh,1
我们感谢您与 Amazon 的业务。请查看下方收据。,zh,0
Мы ценим вашу деятельность с Bank. См. квитанцию ниже.,ru,0
Akaunti yako ya Bank imehacked. Sasisha neno lako: tinyurl.com/confirm,sw,1
在您的 Bank 账户上检测到可疑活动。确认身份：goo.gl/check,zh,1
Shughuli isiyo ya kawaida imegundulika kwenye akaunti yako ya Bank: g00gle-security.tk,sw,1
Usajili wako wa Netflix umeboreshwa kwa mafanikio.,sw,0
Your order from Bank has been shipped and will arrive soon.,en,0
Ваш пароль Google истек. Обновите сейчас: am@z0n-verify.ru,ru,1
感谢您联系 PayPal 支持团队。,zh,0
Ваша подписка на Netflix успешно продлена.,ru,0
恭喜！您从 PayPal 赢得了奖励。立即领取：short.link/secure,zh,1
Добро пожаловать в Google! Спасибо за регистрацию.,ru,0
Karibu Google! Asante kwa kusajili.,sw,0
We appreciate your business with Google. See your receipt below.,en,0
Here is your Microsoft billing information for May.,en,0
这是您的 Amazon May 月账单信息。,zh,0
Ваш заказ от PayPal отправлен и скоро будет доставлен.,ru,0
欢迎来到 Bank！感谢您的注册。,zh,0
这是您的 Microsoft March 月账单信息。,zh,0
Haraka: Thibitisha akaunti yako ya Google. Bofya hapa: bit.ly/verify2024,sw,1
"Habari, hii ni invoice yako ya kila mwezi kutoka PayPal kwa March.",sw,0
Tafadhali thibitisha akaunti yako ya Google: bit.ly/verify2024,sw,1
Here is your Google billing information for April.,en,0
Your PayPal password has expired. Update it now: am@z0n-verify.ru,en,1
Срочно: Подтвердите свой аккаунт Apple. Кликните здесь: goo.gl/check,ru,1
在您的 Microsoft 账户上检测到可疑活动。确认身份：goo.gl/check,zh,1
Thank you for contacting Microsoft support team.,en,0
Ваша подписка на Amazon успешно продлена.,ru,0
Thank you for contacting Google support team.,en,0
在您的 Amazon 账户上检测到可疑活动。确认身份：tinyurl.com/confirm,zh,1
Akaunti yako ya Google imehacked. Sasisha neno lako: g00gle-security.tk,sw,1
Haraka: Sasisha njia ya malipo kwa akaunti yako ya Amazon: short.link/secure,sw,1
Hii ni taarifa ya kukodi kwa Netflix kwa January.,sw,0
Your PayPal password has expired. Update it now: goo.gl/check,en,1
Welcome to Google! Thank you for signing up with us.,en,0
Your order from Netflix has been shipped and will arrive soon.,en,0
Hii ni taarifa ya kukodi kwa PayPal kwa April.,sw,0
Welcome to Netflix! Thank you for signing up with us.,en,0
Amri yako kutoka Google imetumwa na itafika karibuni.,sw,0
Спасибо за обращение в службу поддержки Bank.,ru,0
Срочно: Подтвердите свой аккаунт Netflix. Кликните здесь: bit.ly/verify2024,ru,1
"Здравствуйте, вот ваш счет от Google за April.",ru,0
Обнаружена подозрительная активность на вашем аккаунте PayPal: g00gle-security.tk,ru,1
Мы ценим вашу деятельность с Netflix. См. квитанцию ниже.,ru,0
"Hello, here is your Bank monthly invoice for May.",en,0
您的 Google 订阅已成功续订。,zh,0
Asante kwa kuwasiliana na timu ya Amazon.,sw,0
ПРЕДУПРЕЖДЕНИЕ: Ваш аккаунт Microsoft будет заблокирован: short.link/secure,ru,1
"Пожалуйста, подтвердите ваши учетные данные Apple: am@z0n-verify.ru",ru,1
感谢您使用 PayPal。以下是您的账户详情。,zh,0
Ваш заказ от Google отправлен и скоро будет доставлен.,ru,0
Thank you for contacting PayPal support team.,en,0
您从 Apple 的订单已发货，即将送达。,zh,0
Мы ценим вашу деятельность с Bank. См. квитанцию ниже.,ru,0
Ваш пароль PayPal истек. Обновите сейчас: short.link/secure,ru,1
ПРЕДУПРЕЖДЕНИЕ: Ваш аккаунт Microsoft будет заблокирован: goo.gl/check,ru,1
Вот ваша информация об абонентской плате Bank за April.,ru,0
需要操作：为您的 Microsoft 账户更新付款方式：bit.ly/verify2024,zh,1
"Пожалуйста, подтвердите ваши учетные данные Bank: am@z0n-verify.ru",ru,1
Поздравляем! Вы выиграли приз от Microsoft. Получите: goo.gl/check,ru,1
Usajili wako wa PayPal umeboreshwa kwa mafanikio.,sw,0
Спасибо за использование PayPal. Вот ваши реквизиты учетной записи.,ru,0
您的 Apple 密码已过期。立即更新：g00gle-security.tk,zh,1
Tafadhali thibitisha akaunti yako ya Netflix: bit.ly/verify2024,sw,1
"Пожалуйста, подтвердите ваши учетные данные Amazon: g00gle-security.tk",ru,1
Karibu Microsoft! Asante kwa kusajili.,sw,0
Hii ni taarifa ya kukodi kwa Amazon kwa June.,sw,0
Your Netflix password has expired. Update it now: tinyurl.com/confirm,en,1
这是您的 Apple April 月账单信息。,zh,0
Thank you for contacting Amazon support team.,en,0
Срочно: Обновите способ оплаты для PayPal: am@z0n-verify.ru,ru,1
紧急：验证您的 Bank 账户。点击此处：short.link/secure,zh,1
这是您的 Apple January 月账单信息。,zh,0
Akaunti yako ya Netflix imehacked. Sasisha neno lako: tinyurl.com/confirm,sw,1
Спасибо за обращение в службу поддержки Google.,ru,0
Ваш аккаунт Amazon взломан. Переустановите пароль: g00gle-security.tk,ru,1
We appreciate your business with PayPal. See your receipt below.,en,0
Ваш аккаунт Bank взломан. Переустановите пароль: am@z0n-verify.ru,ru,1
欢迎来到 Netflix！感谢您的注册。,zh,0
Shughuli isiyo ya kawaida imegundulika kwenye akaunti yako ya Microsoft: bit.ly/verify2024,sw,1
这是您的 Amazon May 月账单信息。,zh,0
Karibu Bank! Asante kwa kusajili.,sw,0
Вот ваша информация об абонентской плате Amazon за March.,ru,0
我们感谢您与 Netflix 的业务。请查看下方收据。,zh,0
Tafadhali thibitisha akaunti yako ya Bank: tinyurl.com/confirm,sw,1
Neno lako la Microsoft limepoteza muda wake. Sasisha sasa: payp@l-confirm.tk,sw,1
您的 Google 订阅已成功续订。,zh,0
我们感谢您与 Netflix 的业务。请查看下方收据。,zh,0
感谢您使用 Apple。以下是您的账户详情。,zh,0
Tafadhali thibitisha akaunti yako ya Apple: payp@l-confirm.tk,sw,1
Asante kwa kuwasiliana na timu ya Google.,sw,0
Hii ni taarifa ya kukodi kwa Netflix kwa January.,sw,0
Thank you for contacting Microsoft support team.,en,0
Спасибо за обращение в службу поддержки Microsoft.,ru,0
Срочно: Обновите способ оплаты для Netflix: g00gle-security.tk,ru,1
Hii ni taarifa ya kukodi kwa Netflix kwa February.,sw,0
Hongera! Umeshinda zawadi kutoka Netflix. Lipia hapa: g00gle-security.tk,sw,1
紧急：验证您的 Apple 账户。点击此处：am@z0n-verify.ru,zh,1
欢迎来到 Amazon！感谢您的注册。,zh,0
Ваша подписка на Apple успешно продлена.,ru,0
Добро пожаловать в Amazon! Спасибо за регистрацию.,ru,0
"Здравствуйте, вот ваш счет от Amazon за June.",ru,0
警告：除非您验证，否则您的 Netflix 账户将被暂停：goo.gl/check,zh,1
ПРЕДУПРЕЖДЕНИЕ: Ваш аккаунт Apple будет заблокирован: short.link/secure,ru,1
Ваш аккаунт Microsoft взломан. Переустановите пароль: goo.gl/check,ru,1
你好，这是您从 Bank 的 May 月度发票。,zh,0
Обнаружена подозрительная активность на вашем аккаунте PayPal: payp@l-confirm.tk,ru,1
恭喜！您从 Netflix 赢得了奖励。立即领取：short.link/secure,zh,1
Вот ваша информация об абонентской плате Amazon за February.,ru,0
您的 Microsoft 密码已过期。立即更新：am@z0n-verify.ru,zh,1
"Пожалуйста, подтвердите ваши учетные данные PayPal: am@z0n-verify.ru",ru,1
Your Amazon account has been compromised. Reset password here: g00gle-security.tk,en,1
Your order from Amazon has been shipped and will arrive soon.,en,0
你好，这是您从 Bank 的 February 月度发票。,zh,0
Your Amazon subscription has been renewed successfully.,en,0
需要操作：为您的 Netflix 账户更新付款方式：am@z0n-verify.ru,zh,1
Congratulations! You've won a reward from Apple. Claim it: bit.ly/verify2024,en,1
您的 PayPal 密码已过期。立即更新：goo.gl/check,zh,1
Here is your Google billing information for May.,en,0
这是您的 Apple June 月账单信息。,zh,0
Спасибо за обращение в службу поддержки PayPal.,ru,0
